"","ISO3","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"24","CIV",0,13.1191992450235,23.3884977226955,26.3064588082825,20.2552715146807,14.0923091419921,9.49928167636789,6.51411119825077,4.37775455094855,2.7741996439824,1.88157235986821,1.33647535700829,0.939824407338875,0.712759139450713,0.55650989035561,0.514171943733569,126.268396599979
"25","CMR",0,4.89796749569211,32.986543370465,40.2135131498476,34.2908913531978,21.3019425138272,14.9058634921707,10.5718718084024,7.30962044618579,5.1201427922566,3.69272280712682,2.72113795783818,2.10735311010166,1.69171943468961,1.38296826088313,1.58921484432505,184.78347283701
"26","COG",0,10.6532750874921,33.9757684081439,41.0699299568874,24.3158162525493,20.2653300507997,18.1275369410144,15.8637981649978,13.3101761399885,11.0802159474842,9.20489271243589,7.69117528409475,6.40175683785414,5.3393882036321,4.58214757961037,4.86473752281618,226.745945089801
"27","COL",0.563608801892531,15.8294541186166,21.9790416688299,18.5385964278752,11.5153409797824,7.24502341756271,4.9956544517999,3.76163322573202,2.99982262026782,2.37795751821002,1.91815245174313,1.59834405591313,1.32501743144391,1.1415471544071,1.03672868609836,1.59968706243836,98.4256100726131
"28","CRI",0.257260923002013,6.3556175854365,7.73198260026154,5.94640404813303,3.6651049066876,2.03673458803538,1.18833002888579,0.70347763978086,0.445895661655545,0.291185974305728,0.200945289462029,0.155539493880479,0.124564788061443,0.103460358666217,0.0888522501641107,0.107267508372392,29.4026236447907
"29","CUB",0.45900223312002,120.297738501968,185.167793839698,126.024729562761,54.6142986756501,24.9121622121186,15.1018105536185,9.13196244171045,5.65991779902775,3.61707310805334,2.40491757933414,1.65151699942324,1.2161260152447,0.913652388827469,0.743681751277597,0.810245939854019,552.726629601687
"30","CUW",0,11.2534160972415,26.0395049720773,21.7145703240635,8.96422869943219,3.25116099030844,1.62961212478426,0.95618145409332,0.599149809711491,0.41053671740546,0.307781138843916,0.241638046269255,0.195816996382025,0.165946413797514,0.151563489445597,0.229107210350722,76.1102144842065
"31","CYP",0,36.9478850753574,78.0937303631538,63.3300891798678,34.2012402611876,20.7951936096299,14.0334363267355,9.92071400317639,6.9914506196146,5.15546651434525,3.82521301183302,2.93154709199381,2.32922887339988,1.96647575528361,1.6734879121591,1.95668320001513,284.151841797753
"32","CZE",0.0514712601437508,12.8149950526433,48.9407396926246,53.0629961613898,31.7371791993928,15.5690946580659,7.68673506708199,4.31999301319819,2.81410910915334,1.95221363776561,1.42789284617623,1.05628149407678,0.786471821424352,0.611836906040256,0.494535395881232,0.470944614778414,183.797489929837
"33","DEU",2.20840503842514,72.193652455693,105.397281081039,75.3305512087284,42.7813737044228,22.929473055115,12.3239964887271,7.50760456574593,5.0803284501213,3.53717147748915,2.58947435993906,1.99213590793057,1.5617077753146,1.27185968415567,1.08015810179098,1.25319949886121,359.038372853499
"34","DNK",1.95478058857982,29.2754787471149,25.9606623852181,18.2874202701698,11.2788997194791,5.35945983597738,2.39477935846393,1.33763761217301,0.873475989194351,0.583511655409358,0.412797440918626,0.305890303152814,0.231695125205868,0.1847854381731,0.155214231922618,0.18244112331538,98.7789298244683
