"ID","ISO3","fuel","longitude","latitude","co2_emis_ty","nox_emis_ty","sox_emis_ty","co_emis_ty","ch4_emis_ty","ID_MonthFact","ID_WeekFact","ID_HourFact","ID_VertProf"
"CoCO2_02955","CHN","coal",115.6860352,35.2528738,2806687.95154489,3151.52035844826,2153.77168992893,305.198772198589,29.6690058302842,"FM_040","FW_281","FH_266","VP_04268"
"CoCO2_02956","CHN","coal",115.6860352,35.2528738,2806687.95154489,3151.52035844826,2153.77168992893,305.198772198589,29.6690058302842,"FM_040","FW_281","FH_266","VP_04268"
"CoCO2_02957","CHN","coal",115.5334526,35.2406919,584726.656571852,656.566741343388,448.702435401861,63.5830775413728,6.18104288130922,"FM_040","FW_281","FH_266","VP_04269"
"CoCO2_02958","CHN","coal",115.5334526,35.2406919,584726.656571852,656.566741343388,448.702435401861,63.5830775413728,6.18104288130922,"FM_040","FW_281","FH_266","VP_04269"
"CoCO2_02959","CHN","coal",115.5334526,35.2406919,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04269"
"CoCO2_02960","CHN","coal",115.5334526,35.2406919,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04269"
"CoCO2_02961","CHN","coal",115.5334526,35.2406919,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04269"
"CoCO2_02962","CHN","coal",115.5334526,35.2406919,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04269"
"CoCO2_02963","CHN","coal",115.959972,35.387593,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04270"
"CoCO2_02964","CHN","coal",111.34667,24.73609,4888314.84894068,5488.89795763073,3751.15235995956,531.554528245877,51.6735184877451,"FM_040","FW_281","FH_266","VP_04271"
"CoCO2_02965","CHN","coal",111.34667,24.73609,4888314.84894068,5488.89795763073,3751.15235995956,531.554528245877,51.6735184877451,"FM_040","FW_281","FH_266","VP_04271"
"CoCO2_02966","CHN","coal",111.740556,40.708889,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04365"
"CoCO2_02967","CHN","coal",111.740556,40.708889,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04365"
"CoCO2_02968","CHN","coal",111.4573306,40.7075793,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04366"
"CoCO2_02969","CHN","coal",111.4573306,40.7075793,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04366"
"CoCO2_02970","CHN","coal",119.65,45.507222,1637234.63840119,1838.38687576149,1256.36681912521,178.032617115844,17.3069200676658,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02971","CHN","coal",119.65,45.507222,467781.325257482,525.253393074711,358.961948321489,50.8664620330982,4.94483430504737,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02972","CHN","coal",119.65,45.507222,467781.325257482,525.253393074711,358.961948321489,50.8664620330982,4.94483430504737,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02973","CHN","coal",119.65,45.507222,701671.987886222,787.880089612066,538.442922482233,76.2996930496473,7.41725145757106,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02974","CHN","coal",119.65,45.507222,701671.987886222,787.880089612066,538.442922482233,76.2996930496473,7.41725145757106,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02975","CHN","coal",119.65,45.507222,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02976","CHN","coal",119.65,45.507222,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02977","CHN","coal",119.65,45.507222,1637234.63840119,1838.38687576149,1256.36681912521,178.032617115844,17.3069200676658,"FM_040","FW_281","FH_266","VP_04388"
"CoCO2_02978","CHN","coal",87.6293564,43.7280648,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04390"
"CoCO2_02979","CHN","coal",87.6293564,43.7280648,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04390"
"CoCO2_02980","CHN","coal",87.6574981,43.7432432,935562.650514963,1050.50678614942,717.923896642978,101.732924066196,9.88966861009475,"FM_040","FW_281","FH_266","VP_04391"
